ds,yhat,yhat_lower,yhat_upper,trend,weekly,monthly
2009-12-27,13519.765528037593,-1703.3856439753745,29278.878185475907,19789.900766086004,-0.293820930064061,-0.023014172454166586
2009-12-28,1467.9169733749793,-13104.607177714859,16684.50050949734,19796.254179489842,0.15743961814501925,-0.12870670912257373
2009-12-29,21850.20014551493,6638.456699727203,37632.70731594157,19802.60759289368,0.3093080357565927,-0.2059078879217164
2009-12-30,20236.528812608747,5198.742410626831,35224.274326177685,19808.961006297523,0.20916443196475926,-0.18757986697039647
2009-12-31,27502.35500516441,10835.238464846127,42455.6250125645,19815.314419701364,0.4753716889998044,-0.08743736594812426
2010-01-01,16148.773780892658,202.4393809163976,31694.360568397984,19821.667833105203,0.1364322456077114,0.01709008169447951
2010-01-02,1279.9628341800062,-12750.538010513998,17467.238614089863,19828.021246509044,-0.9938950904090974,0.05844832132745539
2010-01-03,14775.761498892343,-533.3729745274744,30448.412112193833,19834.374659912886,-0.2938209300652572,0.03877819502786439
2010-01-04,23367.031360455796,8394.973989617974,39229.74991241919,19840.728073316724,0.15743961814544713,0.02029092047735187
2010-01-05,27133.085533434394,10641.102257080098,42317.7562606342,19847.081486720563,0.30930803575723376,0.05779903999034175
2010-01-06,26789.24650396113,11099.32449487854,42718.47930684689,19853.434900124405,0.20916443196462925,0.1401862793217721
2010-01-07,33233.91921629116,17185.584316845205,49322.76904899021,19859.788313528243,0.4753716889995777,0.1980559775809681
2010-01-08,25960.4669600412,9524.054114112276,41923.274468077216,19866.141726932085,0.1364322456063462,0.1703371974429389
2010-01-09,1425.4482451719573,-15005.205645506649,17076.978062454193,19872.495140335923,-0.9938950904094224,0.06562479697649937
2010-01-10,13225.30846022313,-3684.2715255419357,29199.83367176554,19878.848553739765,-0.293820930064653,-0.040883571331878824
2010-01-11,21577.96196357527,5878.915834303434,37711.74074823897,19885.201967143606,0.15743961814442636,-0.07231299990697411
2010-01-12,25729.486346853442,10965.388549655667,42660.57567567248,19891.555380547445,0.30930803575624755,-0.01582012821860518
2010-01-13,25481.749317365357,10947.570144778132,41086.280103551864,19897.908793951286,0.20916443196514473,0.0714600588412201
2010-01-14,31730.427434715377,14574.87936197828,46998.57050746366,19904.262207355125,0.475371688999351,0.11878071434821866
2010-01-15,24704.953616561976,10345.549390996588,41122.673671533434,19910.615620758963,0.13643224560579661,0.10436081107922111
2010-01-16,1418.3854914866358,-13186.13306871987,16294.69294205764,19916.969034162805,-0.993895090409416,0.06511001719138446
2010-01-17,15036.509563371203,-817.8493286685699,30625.687783168254,19923.322447566647,-0.2938209300656313,0.04853990843601351
2010-01-18,24241.98273608976,7744.140448972016,40649.29296037331,19929.677039485017,0.15743961814485433,0.0589364770653758
2010-01-19,27173.413834874704,11359.010904261873,44643.739371500546,19936.03163140339,0.3093080357568886,0.053722197003724194
2010-01-20,23984.503250778827,8148.935838908053,38555.157387728315,19942.386223321762,0.20916443196624968,-0.006474694530015299
2010-01-21,27306.978417502585,9826.335089957016,43280.63644278142,19948.740815240137,0.47537168899912435,-0.10651444279935349
2010-01-22,19087.971151203754,4291.137392128264,35618.753561201855,19955.095407158507,0.13643224560645612,-0.17988602211126245
2010-01-23,-3235.8935325701036,-19168.248227711894,12305.866823668337,19961.44999907688,-0.9938950904093853,-0.1682120477353761
2010-01-24,12484.261658632742,-2699.8042528570963,27983.94834125922,19967.804590995253,-0.29382093006524507,-0.0809595270580841
2010-01-25,23219.428455000158,8175.962053938128,38841.94032630576,19974.159182913623,0.15743961814528218,0.005033767711310783
2010-01-26,26376.02096162369,10173.043129385742,41949.187536933845,19980.513774831998,0.3093080357564423,0.010779188169082951
2010-01-27,22702.447587189432,6490.799266092912,37835.73186749476,19986.86836675037,0.20916443196488466,-0.07329626239427672
2010-01-28,25967.090176155176,10244.083996614594,41790.86382494509,19993.222958668743,0.47537168899994653,-0.17657708095521088
2010-01-29,18529.77878361366,3806.4316880424117,34117.19200304186,19999.577550587113,0.13643224560590653,-0.2099237362764335
2010-01-30,-2751.859885370759,-19001.153497469506,12043.806573546297,20005.932142505488,-0.9938950904086915,-0.14365710489862119
2010-01-31,13525.725420911302,-1401.0242011470202,28828.02353223087,20012.286734423855,-0.2938209300644229,-0.03030801130012309
2010-02-01,24120.183007144456,9329.994962702283,40052.02552916967,20018.64132634223,0.15743961814571011,0.047446498446282126
2010-02-02,27282.639905043885,12027.882330706634,42551.633559061556,20024.9959182606,0.30930803575763066,0.05312120100266794
2010-02-03,24719.32666485815,9250.678190647383,40275.19596308914,20031.350510178974,0.2091644319654003,0.02486752470656585
2010-02-04,30182.15391791795,14718.273289946113,45205.26038349215,20037.705102097345,0.4753716889985819,0.030896307467679393
2010-02-05,24722.354097361756,8417.062073881214,40392.65989048977,20044.05969401572,0.1364322456053569,0.09696829673800733
2010-02-06,3673.987611496188,-10784.236426246289,19270.326508098682,20050.41428593409,-0.9938950904093482,0.1771325816203697
2010-02-07,18101.720823833388,1869.3614998061205,33249.22796808295,20056.76887785246,-0.29382093006540116,0.19634520673601083
2010-02-08,25707.630265700685,10477.772813663756,42413.51196344672,20063.123469770835,0.15743961814468937,0.12389777203956802
2010-02-09,26415.11404531135,10205.803805007436,41836.45891774148,20069.478061689206,0.30930803575718435,0.006875372905315216
2010-02-10,22895.087644998905,7515.5475323342225,37766.32082382227,20075.832653607577,0.20916443196468099,-0.0687341424700772
2010-02-11,28572.28239798827,13620.474145499846,43904.732877944036,20083.180193979773,0.4753716889994931,-0.052674580174406335
2010-02-12,23413.283989889398,7604.900026002049,39352.01244751662,20090.52773435197,0.1364322456048073,0.028956951706121635
2010-02-13,2194.483112680056,-14394.221171537494,17439.54994444857,20097.875274724167,-0.9938950904086543,0.10308489692715325
2010-02-14,16570.109761235915,1189.3336778753742,32514.748206419135,20105.222815096364,-0.2938209300647969,0.11799034681923123
2010-02-15,24975.486841707814,8561.041238534539,41953.78489297134,20112.570355468557,0.15743961814584173,0.08434531537047739
2010-02-16,27396.201854896808,11337.057856222586,43360.04212709868,20119.917895840754,0.30930803575619825,0.05233777198142814
2010-02-17,25390.66762772656,10294.207884727388,41754.87785036901,20127.26543621295,0.20916443196643142,0.052341643371736725
2010-02-18,30945.971462196463,14313.827490951133,44475.433121854025,20134.612976585147,0.47537168900031523,0.06158218730135559
2010-02-19,23517.16616813747,8173.983461120823,38421.04554722827,20141.960516957344,0.1364322456054668,0.03113861465605397
2010-02-20,-984.8602004519784,-15335.223748196504,14688.908941810232,20149.308057329537,-0.9938950904089795,-0.05498302479228787
2010-02-21,11185.436607716923,-3920.403443856879,26153.69840359779,20156.655597701734,-0.2938209300639748,-0.1512538466766523
2010-02-22,19586.927855919737,3576.180901710852,36056.83234935586,20164.00313807393,0.15743961814554522,-0.18605870128110344
2010-02-23,23782.821963606693,8769.917776961032,39274.4835280279,20171.350678446128,0.3093080357562993,-0.13026839965401465
2010-02-24,23755.338382018515,7931.788409984167,40237.56511720801,20178.698218818325,0.2091644319650664,-0.03191612167195382
2010-02-25,30199.731386238735,14061.04311023779,44969.255818505844,20186.045759190518,0.4753716890000885,0.020698009171931125
2010-02-26,22483.68905798954,6332.2999557848925,37546.97882755066,20193.393299562715,0.1364322456057327,-0.02301417245423204
2010-02-27,-2476.647178855171,-17387.651506681883,14011.034694734939,20200.740839934915,-0.9938950904093046,-0.12870670912267496
2010-02-28,10109.52426027265,-5463.418044506854,24999.14319782487,20208.08838030711,-0.2938209300635885,-0.20590788792176645
2010-03-01,19606.137651907295,3863.2700881001592,36301.46884698739,20215.435920679305,0.15743961814452445,-0.1875798669703601
2010-03-02,24709.625972953145,9785.69317845936,40393.239044070455,20222.7834610515,0.3093080357569403,-0.08743736594814872
2010-03-03,24807.28945242972,9316.29952367371,39692.9465322771,20230.1310014237,0.209164431965582,0.01709008169445818
2010-03-04,31040.649546000157,14852.826253733727,45990.68276486252,20237.478541795896,0.47537168900099985,0.05844832132749903
2010-03-05,23791.930980592428,8268.60372618529,39114.29866031859,20244.82608216809,0.1364322456063923,0.038778195028050993
2010-03-06,534.5810627920844,-15026.865470065159,16350.817178676654,20252.481600535466,-0.9938950904089423,0.02029092047738934
2010-03-07,15478.301262935967,-252.98221453905285,31797.567491026057,20260.137118902843,-0.2938209300645668,0.05779903999031893
2010-03-08,26300.012610608897,10705.249234381701,42480.67582953052,20267.79263727022,0.15743961814495241,0.14018627932185376
2010-03-09,30562.480904099582,14969.037468469589,46361.469164679875,20275.448155637598,0.309308035756494,0.19805597758106924
2010-03-10,27980.574567763575,11840.850059415934,42900.08175785589,20283.103674004975,0.20916443196609752,0.1703371974430029
2010-03-11,31267.988613236572,14606.457956577508,47333.73646316025,20290.759192372352,0.4753716889996352,0.06562479697663873
2010-03-12,22237.901326273208,6467.5380568451865,37294.34915380124,20298.41471073973,0.13643224560868306,-0.04088357133180413
2010-03-13,-1344.4261316888237,-17209.938719774225,15531.67957900108,20306.07022910711,-0.9938950904089359,-0.07231299990691935
2010-03-14,14023.762209365563,-2741.8004148608884,29277.033900918246,20313.725747474484,-0.2938209300639626,-0.015820128218559777
2010-03-15,24972.938873498475,10249.261245018592,40730.3714503489,20321.381265841865,0.15743961814465607,0.07146005884114966
2010-03-16,29031.668732012222,12963.883949793713,43847.98391385012,20329.03678420924,0.309308035757135,0.11878071434846912
2010-03-17,26712.758699478345,10782.072709026075,41937.48033348522,20336.69230257662,0.2091644319659675,0.10436081107927898
2010-03-18,31340.095642567176,15036.454497349654,46189.53316484908,20344.347820943996,0.47537168900045734,0.06511001719133967
2010-03-19,24116.55723608292,8880.410857369336,39322.49939920089,20352.003339311374,0.13643224560731781,0.04853990843611425
2010-03-20,1324.2204439526784,-13565.697504433854,17709.92751647078,20359.65885767875,-0.9938950904092609,0.05893647706556246
2010-03-21,15477.147998529323,403.4971081092489,30876.765963536658,20367.314376046128,-0.29382093006335835,0.05372219700368221
2010-03-22,23450.875668181714,7078.985381148727,38424.45548508883,20374.969894413505,0.1574396181450841,-0.006474694530076958
2010-03-23,24516.09125412952,10076.744554359115,40322.12688914604,20382.625412780882,0.30930803575614885,-0.10651444279943598
2010-03-24,20987.27593328749,6347.917643516681,36572.189534503304,20390.28093114826,0.20916443196524825,-0.17988602211130372
2010-03-25,26663.359291893543,10211.86055097415,41441.95110292081,20397.936449515637,0.4753716890002307,-0.16821204773530857
2010-03-26,21537.545627916672,6258.386800126443,38532.09109563785,20405.591967883014,0.13643224560595263,-0.08095952705824884
2010-03-27,227.3765764360108,-15422.80823538123,15603.460086077795,20413.24748625039,-0.9938950904092543,0.005033767711293768
2010-03-28,14640.935047110715,-964.6481603684394,31955.026233348482,20420.903004617772,-0.29382093006455456,0.010779188169005957
2010-03-29,22147.48599025288,6811.587688986621,38779.669764196056,20428.558522985146,0.15743961814478757,-0.0732962623943714
2010-03-30,23149.090784261785,7359.983614109461,39182.199833816805,20436.530569007493,0.3093080357567898,-0.17657708095529553
2010-03-31,20428.979016063917,4382.324803863819,35723.57133986493,20444.502615029844,0.20916443196576373,-0.20992373627647432
2010-04-01,27236.85878708658,11732.848389632525,43765.724708805355,20452.47466105219,0.4753716889999149,-0.1436571048985618
2010-04-02,5945.167535285742,-10493.389736871097,21079.558956695782,20460.446707074538,0.13643224560824327,-0.03030801130007041
2010-04-03,1096.1126445206166,-12894.535462046848,16888.584538412964,20468.418753096885,-0.9938950904092236,0.04744649844628924
2010-04-04,15547.729081621888,-697.8328781301142,31313.281679315285,20476.39079911923,-0.29382093006373244,0.05312120100262539
2010-04-05,24218.808508577407,8337.94432654537,38948.846606114814,20484.36284514158,0.15743961814521554,0.024867524706511088
2010-04-06,27463.916223963173,11796.627141480589,42933.2478517838,20492.33489116393,0.3093080357574309,0.030896307467767434
2010-04-07,26776.121839116604,9004.107990583192,42709.35987689699,20500.306937186273,0.2091644319650443,0.09696829673797794
2010-04-08,33890.01860281578,17906.960647596676,49046.46863644743,20508.27898320862,0.47537168899959914,0.17713258162026155
2010-04-09,27343.59677836593,11040.512279672588,43706.21425427336,20516.25102923097,0.13643224560687814,0.19634520673602546
2010-04-10,2668.2040381629713,-13841.254364687587,16821.86912832858,20524.223075253318,-0.9938950904092172,0.12389777203959307
2010-04-11,14640.572952528271,-687.7061038796102,31149.5752618257,20532.195121275665,-0.2938209300631282,0.0068753729053143
2010-04-12,22362.19246631452,5816.741540967313,38348.41032698662,20540.167167298016,0.1574396181449191,-0.06873414247004966
2010-04-13,25821.479185416436,10110.816067343767,41023.04911743545,20548.139213320363,0.3093080357564446,-0.05267458017436316
2010-04-14,25450.960915338048,10673.0366626421,41927.576673676864,20556.111259342706,0.20916443196614926,0.028956951706097807
2010-04-15,32459.51272689591,16431.45405388522,48011.167749986445,20564.083305365057,0.47537168899937243,0.10308489692718843
2010-04-16,25806.051005408193,9628.276550602526,42276.93309580365,20572.055351387404,0.13643224560632855,0.11799034681916781
2010-04-17,1861.468107806292,-13176.852134979123,16739.18635289834,20580.02739740975,-0.9938950904092106,0.08434531537055265
2010-04-18,15616.344319185157,-155.51903469765878,30691.26352254623,20587.999443432098,-0.2938209300661249,0.05233777198138047
2010-04-19,24916.620370663655,8901.377278321046,40431.803655762604,20595.971489454445,0.1574396181446227,0.052341643371566056
2010-04-20,28245.7447492371,12060.676680824507,42669.466621416825,20603.943535476792,0.3093080357570856,0.06158218730153963
2010-04-21,25565.02169243842,9279.200350732108,41843.72211448439,20611.915581499143,0.20916443196542994,0.03113861465606354
2010-04-22,29288.25464334932,13468.17782317051,45310.38298433343,20619.887627521486,0.4753716889991458,-0.054983024792357754
2010-04-23,20322.507077231963,4229.820951582739,35448.84221338115,20628.250781117942,0.13643224560496334,-0.15125384667672465
2010-04-24,-3713.63692519984,-18773.712385021332,11954.017368692263,20636.6139347144,-0.9938950904091801,-0.18605870128107643
2010-04-25,11889.662592851295,-2180.375335176737,26687.86480184523,20644.977088310858,-0.29382093006573873,-0.1302683996539248
2010-04-26,23245.819722922195,7809.739094317566,39313.59808552581,20653.340241907314,0.15743961814505064,-0.031916121671849054
2010-04-27,27480.19041453989,12253.501688406086,44600.1739372088,20661.703395503773,0.30930803575663934,0.02069800917186837
2010-04-28,24517.80480135826,8856.042195904702,39825.062377399685,20670.06654910023,0.20916443196653478,-0.023014172453919714
2010-04-29,27846.917119479524,12485.954111574207,44614.84822293426,20678.429702696685,0.4753716889999679,-0.12870670912250692
2010-04-30,19249.564635155355,4069.4680942522505,36144.32359765352,20686.79285629314,0.13643224560643838,-0.2059078879218961
2010-05-01,-3755.652554856833,-20066.42516595117,11217.133907857668,20695.1560098896,-0.9938950904091735,-0.18757986697032736
2010-05-02,12810.130725742894,-2651.6231534779245,28922.57122615177,20703.519163486057,-0.29382093006491644,-0.08743736594808235
2010-05-03,8159.67469468187,-7101.912534782011,24963.33585780182,20711.882317082513,0.1574396181454785,0.017090081694537677
2010-05-04,28340.247462879175,12211.183657271802,43434.59347702045,20720.245470678972,0.3093080357572804,0.05844832132754268
2010-05-05,25868.114300488793,10548.966096463348,41359.821081001,20728.608624275428,0.20916443196516987,0.03877819502786694
2010-05-06,31015.51332191947,14384.428754311357,47058.73152426806,20736.971777871888,0.47537168899860327,0.020290920477272933
2010-05-07,24774.72800533159,8018.2056853600525,40833.370183308034,20745.334931468344,0.13643224560588882,0.057799039990330224
2010-05-08,3036.0831671910164,-13104.7467679503,18662.16109501132,20753.698085064803,-0.9938950904094985,0.1401862793217967
2010-05-09,18773.783430686603,2234.3522163178436,33139.91444823111,20762.06123866126,-0.29382093006431226,0.19805597758106544
2010-05-10,27578.487957949805,12180.860732185785,42900.07869855604,20770.424392257715,0.1574396181444578,0.17033719744289383
2010-05-11,28569.437221198164,14360.547257175309,43159.42290378515,20778.787545854175,0.3093080357573814,0.065624796976567
2010-05-12,24285.230309253904,8798.878835307001,40088.47471860671,20787.15069945063,0.20916443196445045,-0.04088357133184232
2010-05-13,29177.326405662483,13583.90371846645,46023.71475961262,20795.513853047087,0.47537168899951454,-0.07231299990695145
2010-05-14,23313.076662266634,7919.054994419319,40545.33802462048,20803.877006643543,0.13643224560533923,-0.01582012821867139
2010-05-15,1614.3007510416755,-12873.274215294297,15694.7302556196,20812.240160240002,-0.993895090408449,0.0714600588410956
2010-05-16,17181.601567132762,1317.0134484262992,32346.687707163204,20827.198967114127,-0.29382093006529064,0.11878071434844277
2010-05-17,26298.643625189532,10962.96013702633,41187.19724770887,20842.157773988252,0.1574396181456101,0.10436081107919724
2010-05-18,28666.397561184553,14075.428886926535,43360.678951139664,20857.116580862377,0.3093080357569351,0.06511001719136396
2010-05-19,26250.899808361093,10450.962815764458,41483.003803061816,20872.075387736502,0.209164431966201,0.048539908436141074
2010-05-20,32047.14712966839,16464.285448503324,48232.51207955047,20887.034194610627,0.4753716889992879,0.058936477065636095
2010-05-21,24876.599830110867,9696.819999624602,41255.54092186117,20901.993001484752,0.13643224560599873,0.05372219700355439
2010-05-22,-7.734773745084757,-15713.827890049542,16071.68712218868,20916.951808358877,-0.9938950904087742,-0.0064746945300616365
2010-05-23,12552.126374333844,-3010.2858456656018,30416.727988718332,20931.910615233002,-0.29382093006446836,-0.10651444279924188
2010-05-24,20476.687529234798,4665.313539775888,36185.02013964029,20946.869422107127,0.1574396181453136,-0.17988602211134505
2010-05-25,23919.458093680703,7961.294737470785,40042.764101861125,20961.828228981252,0.3093080357564888,-0.16821204773525728
2010-05-26,23666.114023035243,8393.63338599526,38156.72627441162,20976.787035855377,0.20916443196483608,-0.08095952705813944
2010-05-27,31076.295091474287,15552.452265267411,47816.777053899656,20991.745842729502,0.47537168900010995,0.005033767711227356
2010-05-28,24099.131759965854,7400.417401151779,39184.82874766639,21006.704649603627,0.13643224560626463,0.010779188169026704
2010-05-29,-1412.4740058206673,-17468.511181558744,14458.349465407131,21021.663456477752,-0.9938950904090993,-0.07329626239440189
2010-05-30,11141.036992105712,-4800.881527147255,27211.11027276162,21036.622263351877,-0.29382093006408216,-0.176577080955271
2010-05-31,4080.240218092035,-10783.569452991904,20211.36373641486,21051.581070226002,0.15743961814574156,-0.2099237362763677
2010-06-01,24556.2318177095,8721.101341010033,40721.93164135931,21066.539877100127,0.3093080357571373,-0.14365710489863598
2010-06-02,24852.060080848674,7899.751074867796,40312.85308009402,21081.498683974252,0.20916443196535156,-0.030308011300120098
2010-06-03,32126.069157774476,16918.922377348816,48895.05665446439,21096.457490848377,0.4753716890010212,0.0474464984463611
2010-06-04,25113.158019720664,9310.895246306123,40953.81040566708,21111.416297722502,0.1364322456048995,0.05312120100255836
2010-06-05,654.33526486171,-16704.609339271254,16465.83983278665,21126.375104596627,-0.9938950904094243,0.024867524706462883
2010-06-06,15582.756671592402,-500.76252677686705,29518.41649384609,21141.333911470752,-0.2938209300650604,0.030896307467694048
2010-06-07,26538.621035465694,9666.736487752192,42232.73473053432,21156.292718344877,0.1574396181447208,0.09696829673791543
2010-06-08,31469.808187792365,15497.778726362094,46175.047825928275,21171.251525219002,0.30930803575669097,0.17713258162040715
2010-06-09,29792.44604539886,13963.005331169234,44949.331423864634,21196.899135400545,0.2091644319658671,0.19634520673610018
2010-06-10,33940.57089568521,19788.74261868757,49089.685019929406,21222.546745582087,0.47537168899965665,0.12389777203949244
2010-06-11,24293.22248662763,9947.820589795,38889.71077520872,21248.19435576363,0.13643224560921485,0.006875372905580324
2010-06-12,-1332.3644027115545,-17405.089679315435,15574.682540873728,21273.841965945176,-0.9938950904087305,-0.06873414247004991
2010-06-13,13919.312067620649,-3230.9804815873536,29475.470893847065,21299.489576126718,-0.29382093006445625,-0.05267458017434572
2010-06-14,25300.069609426853,10699.626743248264,42122.537183897555,21325.137186308264,0.1574396181444243,0.028956951706047035
2010-06-15,30155.6975538307,14359.555976675538,46072.3691246775,21350.784796489803,0.309308035757332,0.10308489692720703
2010-06-16,28369.834421899468,12832.603612042782,43423.41778804615,21376.43240667135,0.20916443196638274,0.1179903468191341
2010-06-17,33381.18813119325,17592.017692161146,48682.71542145512,21402.08001685289,0.47537168900047877,0.08434531537047525
2010-06-18,25472.64014808666,10651.689964434818,41553.74570595095,21427.727627034434,0.13643224560784975,0.05233777198136644
2010-06-19,1253.8758320278207,-13777.377063155498,17752.175499516423,21453.375237215976,-0.9938950904090555,0.05234164337162504
2010-06-20,16490.761585551954,1286.0781024560506,31508.877777637328,21479.022847397522,-0.29382093006385196,0.061582187301400665
2010-06-21,25559.983209450653,10872.971178726697,40895.79999690067,21504.670457579065,0.1574396181455766,0.031138614656049002
2010-06-22,27006.016446401205,12099.261824691539,42426.09851526587,21530.318067760607,0.3093080357563458,-0.054983024792393434
2010-06-23,22804.28426680378,6924.045356807902,38074.111968345984,21555.965677942153,0.20916443196501777,-0.15125384667683411
2010-06-24,27825.454308311208,13260.998170625408,43139.87149874208,21581.613288123695,0.47537168900025206,-0.18605870128104945
2010-06-25,21740.444725956673,5722.424097954723,37432.340411562924,21607.260898305238,0.13643224560730013,-0.13026839965392983
2010-06-26,-558.3715894414676,-16994.24887135292,15291.382779681702,21632.90850848678,-0.993895090409049,-0.031916121671953075
2010-06-27,15743.108009248459,-562.8475387535595,30235.26132178992,21658.556118668326,-0.2938209300632477,0.0206980091718999
2010-06-28,24599.112479561354,8803.296305298853,40331.754804503784,21684.203728849865,0.1574396181452804,-0.023014172453985154
2010-06-29,25630.679291895627,8766.858121212348,42521.45290490203,21709.85133903141,0.3093080357569868,-0.12870670912260818
2010-06-30,21806.281558853763,6514.162648730222,37570.397509204406,21735.498949212953,0.2091644319655333,-0.2059078879217917
2010-07-01,28023.82657717873,12528.428154588593,43178.166640310745,21761.1465593945,0.47537168900002547,-0.18757986697029097
2010-07-02,22873.94863660362,7256.944771083264,37538.31666191622,21805.58654780481,0.13643224560675046,-0.0874373659479704
2010-07-03,506.811175095819,-13339.426851221637,16674.45582363219,21850.02653621513,-0.9938950904090185,0.0170900816945352
2010-07-04,16741.108821825335,2045.605513531187,32637.232722288885,21894.466524625444,-0.29382093006422605,0.05844832132749558
2010-07-05,26243.71077242878,10973.814632716527,41032.496704080484,21938.906513035756,0.15743961814498394,0.03877819502793706
2010-07-06,29229.034562853158,14476.537208410722,44336.58683007059,21983.346501446074,0.3093080357565404,0.020290920477464267
2010-07-07,27908.400850675684,11140.148860033178,42966.51391906128,22027.786489856386,0.20916443196481405,0.057799039990358486
2010-07-08,35658.96136556548,20789.90422416836,51483.42283970513,22072.2264782667,0.47537168899979876,0.14018627932192382
2010-07-09,29514.430935988228,14773.048284029326,45784.43789399457,22116.66646667702,0.1364322456082256,0.19805597758116655
2010-07-10,3910.152317140476,-12105.91239903388,18751.00139107551,22161.106455087334,-0.993895090409012,0.170337197443016
2010-07-11,17138.326612004137,2357.360133892431,33107.924840499734,22205.54644349765,-0.29382093006362187,0.06562479697646137
2010-07-12,24843.35689204957,8917.243842363674,40386.45077655443,22249.98643190796,0.15743961814468743,-0.040883571331888274
2010-07-13,27578.0948090389,11742.123385229046,43690.41590553269,22294.426420318276,0.3093080357560941,-0.07231299990689669
2010-07-14,26657.958981028358,11814.60019241693,42626.04118337035,22338.866408728594,0.20916443196591883,-0.015820128218610535
2010-07-15,34623.20895673547,19011.417637339662,50344.7479598557,22383.30639713891,0.47537168899939386,0.07146005884109058
2010-07-16,28151.597925729082,13644.793262311428,42887.28847374652,22427.746385549224,0.13643224560686043,0.11878071434830842
2010-07-17,2482.4062628281545,-14402.656065135978,17156.90451287132,22472.18637395954,-0.9938950904093371,0.1043608110792551
2010-07-18,17366.828192247754,1358.770903897382,33565.45214697342,22516.626362369854,-0.2938209300627997,0.06511001719138822
2010-07-19,27208.184116862038,11149.907200849888,44061.7449208353,22561.066350780166,0.1574396181443911,0.04853990843597253
2010-07-20,30929.860008155025,14211.352588104513,46060.67321976669,22605.506339190484,0.30930803575619525,0.058936477065570654
2010-07-21,28604.314363987894,13718.98108753667,44333.39214294041,22649.9463276008,0.20916443196519952,0.0537221970035949
2010-07-22,33335.71585090864,18512.88499407505,48619.47180139261,22694.38631601111,0.47537168899916715,-0.006474694530100467
2010-07-23,23419.122025840887,7804.5007560563845,38620.938352292054,22738.82630442143,0.13643224560549527,-0.10651444279932434
2010-07-24,-3959.3013632311677,-19344.4489306864,10800.926852876875,22783.26629283174,-0.9938950904096622,-0.17988602211136728
2010-07-25,12280.55317173628,-4969.29727516577,28768.390653019065,22827.706281242055,-0.29382093006623233,-0.16821204773550863
2010-07-26,24633.847401196526,8760.605982649367,41758.865750301695,22883.69994500255,0.157439618144819,-0.08095952705814222
2010-07-27,30150.59826874655,13926.290953876036,45700.78688801509,22939.693608763046,0.3093080357568363,0.005033767711232415
